Name,Latitude,Longitude,Date,Prism_precipitation,date,Wunderground_precipitation_data
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-03,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-03,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-03,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-03,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-03,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-03,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-03,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-04,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-04,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-04,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-04,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-04,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-04,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-04,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-04,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-04,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-04,0.0002999999851454,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-05,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-05,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-05,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-05,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-05,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-05,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-05,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-05,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-05,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-05,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-06,0.554799973964691,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-06,1.14569997787476,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-06,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-06,0.0063999998383224,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-06,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-06,0.0364999994635582,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-06,0.488899976015091,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-06,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-06,0.790499985218048,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-06,0.457800000905991,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-07,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-07,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-07,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-07,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-07,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-07,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-07,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-07,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-07,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-07,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-08,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-08,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-08,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-08,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-08,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-08,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-08,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-08,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-08,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-08,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-09,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-09,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-09,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-09,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-09,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-09,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-09,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-09,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-09,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-09,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-10,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-10,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-10,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-10,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-10,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-10,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-10,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-10,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-10,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-10,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-11,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-11,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-11,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-11,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-11,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-11,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-11,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-11,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-11,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-11,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-12,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-12,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-12,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-12,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-12,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-12,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-12,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-12,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-12,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-12,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-13,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-13,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-13,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-13,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-13,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-13,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-13,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-13,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-13,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-13,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-14,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-14,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-14,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-14,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-14,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-14,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-14,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-14,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-14,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-14,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-15,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-15,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-15,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-15,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-15,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-15,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-15,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-15,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-15,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-15,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-16,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-16,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-16,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-16,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-16,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-16,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-16,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-16,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-16,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-16,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-17,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-17,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-17,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-17,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-17,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-17,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-17,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-17,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-17,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-17,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-18,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-18,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-18,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-18,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-18,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-18,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-18,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-18,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-18,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-18,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-19,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-19,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-19,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-19,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-19,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-19,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-19,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-19,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-19,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-19,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-20,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-20,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-20,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-20,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-20,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-20,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-20,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-20,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-20,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-20,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-21,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-21,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-21,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-21,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-21,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-21,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-21,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-21,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-21,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-21,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-22,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-22,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-22,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-22,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-22,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-22,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-22,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-22,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-22,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-22,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-23,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-23,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-23,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-23,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-23,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-23,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-23,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-23,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-23,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-23,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-24,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-24,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-24,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-24,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-24,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-24,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-24,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-24,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-24,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-24,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-25,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-25,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-25,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-25,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-25,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-25,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-25,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-25,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-25,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-25,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-26,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-26,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-26,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-26,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-26,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-26,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-26,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-26,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-26,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-26,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-27,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-27,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-27,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-27,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-27,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-27,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-27,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-27,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-27,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-27,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-28,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-28,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-28,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-28,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-28,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-28,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-28,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-28,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-28,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-28,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-29,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-29,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-29,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-29,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-29,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-29,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-29,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-29,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-29,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-29,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-04-30,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-04-30,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-04-30,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-04-30,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-04-30,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-04-30,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-04-30,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-04-30,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-04-30,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-04-30,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-01,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-01,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-01,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-01,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-01,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-01,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-01,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-01,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-01,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-01,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-02,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-02,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-02,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-02,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-02,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-02,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-02,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-02,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-02,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-02,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-03,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-03,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-03,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-03,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-03,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-03,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-03,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-03,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-03,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-03,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-04,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-04,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-04,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-04,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-04,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-04,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-04,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-04,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-04,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-04,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-05,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-05,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-05,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-05,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-05,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-05,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-05,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-05,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-05,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-05,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-06,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-06,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-06,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-06,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-06,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-06,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-06,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-06,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-06,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-06,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-07,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-07,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-07,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-07,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-07,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-07,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-07,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-07,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-07,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-07,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-08,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-08,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-08,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-08,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-08,0.0,,
