Name,Latitude,Longitude,Date,ppt_prism,Predicted_Rainfall
Ruelas,31.82946,-110.807,2024-02-28,0.0008500161664718,0.06235730869756183
45,31.81804,-110.861,2024-02-28,2.67935910204449e-05,0.061914414951969
Ruelas,31.82946,-110.807,2024-02-29,0.334775615686457,0.24200928123931387
45,31.81804,-110.861,2024-02-29,0.445962613446169,0.30182788603403893
Ruelas,31.82946,-110.807,2024-03-01,0.0003505106731822,0.06208857474217202
45,31.81804,-110.861,2024-03-01,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-02,0.0,0.0619
45,31.81804,-110.861,2024-03-02,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-03,0.0,0.0619
45,31.81804,-110.861,2024-03-03,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-04,0.0,0.0619
45,31.81804,-110.861,2024-03-04,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-05,0.0,0.0619
45,31.81804,-110.861,2024-03-05,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-06,0.0,0.0619
45,31.81804,-110.861,2024-03-06,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-07,0.0,0.0619
45,31.81804,-110.861,2024-03-07,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-08,0.421411351648657,0.2886193071869775
45,31.81804,-110.861,2024-03-08,0.395616134353295,0.27474148028207274
Ruelas,31.82946,-110.807,2024-03-09,0.0507216665495338,0.08918825660364918
45,31.81804,-110.861,2024-03-09,0.0503951522135681,0.08901259189089963
Ruelas,31.82946,-110.807,2024-03-10,0.0,0.0619
45,31.81804,-110.861,2024-03-10,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-11,0.0,0.0619
45,31.81804,-110.861,2024-03-11,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-12,0.0,0.0619
45,31.81804,-110.861,2024-03-12,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-13,0.0,0.0619
45,31.81804,-110.861,2024-03-13,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-14,0.0,0.0619
45,31.81804,-110.861,2024-03-14,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-15,0.0,0.0619
45,31.81804,-110.861,2024-03-15,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-16,0.0672028972041226,0.09805515869581796
45,31.81804,-110.861,2024-03-16,0.0777294609478536,0.10371844998994523
Ruelas,31.82946,-110.807,2024-03-17,0.0,0.0619
45,31.81804,-110.861,2024-03-17,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-18,0.0,0.0619
45,31.81804,-110.861,2024-03-18,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-19,0.0,0.0619
45,31.81804,-110.861,2024-03-19,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-20,0.0,0.0619
45,31.81804,-110.861,2024-03-20,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-21,0.0,0.0619
45,31.81804,-110.861,2024-03-21,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-22,0.0,0.0619
45,31.81804,-110.861,2024-03-22,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-23,0.0,0.0619
45,31.81804,-110.861,2024-03-23,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-24,0.270485476446461,0.207421186328196
45,31.81804,-110.861,2024-03-24,0.180053968771683,0.15876903519916546
Ruelas,31.82946,-110.807,2024-03-25,0.0657925763038094,0.09729640605144946
45,31.81804,-110.861,2024-03-25,0.0822139763679176,0.10613111928593966
Ruelas,31.82946,-110.807,2024-03-26,0.0313572416494966,0.07877019600742917
45,31.81804,-110.861,2024-03-26,0.0248786755291483,0.07528472743468179
Ruelas,31.82946,-110.807,2024-03-27,0.280920607778113,0.21303528698462482
45,31.81804,-110.861,2024-03-27,0.131439422486302,0.13261440929763046
Ruelas,31.82946,-110.807,2024-03-28,0.0,0.0619
45,31.81804,-110.861,2024-03-28,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-29,0.0,0.0619
45,31.81804,-110.861,2024-03-29,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-30,0.0,0.0619
45,31.81804,-110.861,2024-03-30,0.0,0.0619
Ruelas,31.82946,-110.807,2024-03-31,0.0,0.0619
45,31.81804,-110.861,2024-03-31,0.0,0.0619
