Name,Latitude,Longitude,Date,ppt_prism,Corrected_PRISM
NE,31.90731,-110.883,2024-05-23,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-24,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-24,0.0,0.0479
45,31.81804,-110.861,2024-05-24,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-24,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-24,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-24,0.0,0.0479
Amado,31.80618,-110.946,2024-05-24,0.0,0.0479
NE,31.90731,-110.883,2024-05-24,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-25,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-25,0.0,0.0479
45,31.81804,-110.861,2024-05-25,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-25,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-25,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-25,0.0,0.0479
Amado,31.80618,-110.946,2024-05-25,0.0,0.0479
NE,31.90731,-110.883,2024-05-25,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-26,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-26,0.0,0.0479
45,31.81804,-110.861,2024-05-26,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-26,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-26,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-26,0.0,0.0479
Amado,31.80618,-110.946,2024-05-26,0.0,0.0479
NE,31.90731,-110.883,2024-05-26,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-27,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-27,0.0,0.0479
45,31.81804,-110.861,2024-05-27,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-27,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-27,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-27,0.0,0.0479
Amado,31.80618,-110.946,2024-05-27,0.0,0.0479
NE,31.90731,-110.883,2024-05-27,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-28,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-28,0.0,0.0479
45,31.81804,-110.861,2024-05-28,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-28,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-28,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-28,0.0,0.0479
Amado,31.80618,-110.946,2024-05-28,0.0,0.0479
NE,31.90731,-110.883,2024-05-28,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-29,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-29,0.0,0.0479
45,31.81804,-110.861,2024-05-29,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-29,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-29,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-29,0.0,0.0479
Amado,31.80618,-110.946,2024-05-29,0.0,0.0479
NE,31.90731,-110.883,2024-05-29,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-30,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-30,0.0,0.0479
45,31.81804,-110.861,2024-05-30,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-30,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-30,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-30,0.0,0.0479
Amado,31.80618,-110.946,2024-05-30,0.0,0.0479
NE,31.90731,-110.883,2024-05-30,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-05-31,0.0,0.0479
Ruelas,31.82946,-110.807,2024-05-31,0.0,0.0479
45,31.81804,-110.861,2024-05-31,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-05-31,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-05-31,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-05-31,0.0,0.0479
Amado,31.80618,-110.946,2024-05-31,0.0,0.0479
NE,31.90731,-110.883,2024-05-31,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-01,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-01,0.0,0.0479
45,31.81804,-110.861,2024-06-01,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-01,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-01,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-01,0.0,0.0479
Amado,31.80618,-110.946,2024-06-01,0.0,0.0479
NE,31.90731,-110.883,2024-06-01,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-02,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-02,0.0,0.0479
45,31.81804,-110.861,2024-06-02,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-02,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-02,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-02,0.0,0.0479
Amado,31.80618,-110.946,2024-06-02,0.0,0.0479
NE,31.90731,-110.883,2024-06-02,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-03,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-03,0.0,0.0479
45,31.81804,-110.861,2024-06-03,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-03,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-03,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-03,0.0,0.0479
Amado,31.80618,-110.946,2024-06-03,0.0,0.0479
NE,31.90731,-110.883,2024-06-03,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-04,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-04,0.0,0.0479
45,31.81804,-110.861,2024-06-04,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-04,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-04,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-04,0.0,0.0479
Amado,31.80618,-110.946,2024-06-04,0.0,0.0479
NE,31.90731,-110.883,2024-06-04,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-05,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-05,0.0,0.0479
45,31.81804,-110.861,2024-06-05,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-05,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-05,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-05,0.0,0.0479
Amado,31.80618,-110.946,2024-06-05,0.0,0.0479
NE,31.90731,-110.883,2024-06-05,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-06,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-06,0.0,0.0479
45,31.81804,-110.861,2024-06-06,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-06,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-06,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-06,0.0,0.0479
Amado,31.80618,-110.946,2024-06-06,0.0,0.0479
NE,31.90731,-110.883,2024-06-06,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-07,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-07,0.0,0.0479
45,31.81804,-110.861,2024-06-07,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-07,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-07,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-07,0.0,0.0479
Amado,31.80618,-110.946,2024-06-07,0.0,0.0479
NE,31.90731,-110.883,2024-06-07,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-08,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-08,0.0,0.0479
45,31.81804,-110.861,2024-06-08,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-08,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-08,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-08,0.0,0.0479
Amado,31.80618,-110.946,2024-06-08,0.0,0.0479
NE,31.90731,-110.883,2024-06-08,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-09,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-09,0.0,0.0479
45,31.81804,-110.861,2024-06-09,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-09,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-09,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-09,0.0,0.0479
Amado,31.80618,-110.946,2024-06-09,0.0,0.0479
NE,31.90731,-110.883,2024-06-09,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-10,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-10,0.0,0.0479
45,31.81804,-110.861,2024-06-10,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-10,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-10,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-10,0.0,0.0479
Amado,31.80618,-110.946,2024-06-10,0.0,0.0479
NE,31.90731,-110.883,2024-06-10,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-11,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-11,0.0,0.0479
45,31.81804,-110.861,2024-06-11,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-11,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-11,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-11,0.0,0.0479
Amado,31.80618,-110.946,2024-06-11,0.0,0.0479
NE,31.90731,-110.883,2024-06-11,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-12,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-12,0.0,0.0479
45,31.81804,-110.861,2024-06-12,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-12,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-12,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-12,0.0,0.0479
Amado,31.80618,-110.946,2024-06-12,0.0,0.0479
NE,31.90731,-110.883,2024-06-12,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-13,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-13,0.0,0.0479
45,31.81804,-110.861,2024-06-13,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-13,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-13,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-13,0.0,0.0479
Amado,31.80618,-110.946,2024-06-13,0.0,0.0479
NE,31.90731,-110.883,2024-06-13,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-14,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-14,0.0,0.0479
45,31.81804,-110.861,2024-06-14,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-14,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-14,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-14,0.0,0.0479
Amado,31.80618,-110.946,2024-06-14,0.0,0.0479
NE,31.90731,-110.883,2024-06-14,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-15,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-15,0.0,0.0479
45,31.81804,-110.861,2024-06-15,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-15,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-15,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-15,0.0,0.0479
Amado,31.80618,-110.946,2024-06-15,0.0,0.0479
NE,31.90731,-110.883,2024-06-15,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-16,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-16,0.0,0.0479
45,31.81804,-110.861,2024-06-16,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-16,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-16,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-16,0.0,0.0479
Amado,31.80618,-110.946,2024-06-16,0.0,0.0479
NE,31.90731,-110.883,2024-06-16,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-17,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-17,0.0,0.0479
45,31.81804,-110.861,2024-06-17,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-17,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-17,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-17,0.0,0.0479
Amado,31.80618,-110.946,2024-06-17,0.0,0.0479
NE,31.90731,-110.883,2024-06-17,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-18,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-18,0.0,0.0479
45,31.81804,-110.861,2024-06-18,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-18,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-18,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-18,0.0,0.0479
Amado,31.80618,-110.946,2024-06-18,0.0,0.0479
NE,31.90731,-110.883,2024-06-18,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-19,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-19,0.0,0.0479
45,31.81804,-110.861,2024-06-19,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-19,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-19,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-19,0.0,0.0479
Amado,31.80618,-110.946,2024-06-19,0.0,0.0479
NE,31.90731,-110.883,2024-06-19,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-20,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-20,0.0,0.0479
45,31.81804,-110.861,2024-06-20,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-20,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-20,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-20,0.0,0.0479
Amado,31.80618,-110.946,2024-06-20,0.0,0.0479
NE,31.90731,-110.883,2024-06-20,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-21,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-21,0.0,0.0479
45,31.81804,-110.861,2024-06-21,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-21,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-21,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-21,0.0,0.0479
Amado,31.80618,-110.946,2024-06-21,0.0,0.0479
NE,31.90731,-110.883,2024-06-21,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-22,0.304222205287285,0.20293163581440044
Ruelas,31.82946,-110.807,2024-06-22,0.371560657489841,0.237247311056823
45,31.81804,-110.861,2024-06-22,0.31176949939483,0.2067777368916054
Huerfano Butte,31.85663,-110.823,2024-06-22,0.412200217903304,0.25795723104352375
Muhlenbergia,31.84393,-110.878,2024-06-22,0.305375944259132,0.20351958119445368
Rodent Station,31.8109,-110.884,2024-06-22,0.286689072726713,0.19399675146153297
Amado,31.80618,-110.946,2024-06-22,0.261575681701658,0.18119896739516494
NE,31.90731,-110.883,2024-06-22,0.321607591207136,0.21179122847915652
Florida Canyon Station,31.7612,-110.846,2024-06-23,0.075247932385089,0.08624634634344136
Ruelas,31.82946,-110.807,2024-06-23,0.0868982185482265,0.09218333217217622
45,31.81804,-110.861,2024-06-23,0.0847493524379538,0.09108827000238126
Huerfano Butte,31.85663,-110.823,2024-06-23,0.091197309886384,0.0943741491181013
Muhlenbergia,31.84393,-110.878,2024-06-23,0.0874808824997,0.09248025772184712
Rodent Station,31.8109,-110.884,2024-06-23,0.084813189912427,0.0911208015793728
Amado,31.80618,-110.946,2024-06-23,0.0936160702521778,0.09560674940050981
NE,31.90731,-110.883,2024-06-23,0.0894069298479685,0.09346177145052476
Florida Canyon Station,31.7612,-110.846,2024-06-24,0.0337633390995977,0.06510579760515499
Ruelas,31.82946,-110.807,2024-06-24,0.0462626891458389,0.0714754663887195
45,31.81804,-110.861,2024-06-24,0.0395164393619926,0.06803757749887143
Huerfano Butte,31.85663,-110.823,2024-06-24,0.0363338277323792,0.06641571861242043
Muhlenbergia,31.84393,-110.878,2024-06-24,0.0383797015585545,0.06745829591423938
Rodent Station,31.8109,-110.884,2024-06-24,0.0445580128298734,0.07060676333810348
Amado,31.80618,-110.946,2024-06-24,0.0570069516153926,0.07695074254320407
NE,31.90731,-110.883,2024-06-24,0.0213846751750243,0.05879763046919238
Florida Canyon Station,31.7612,-110.846,2024-06-25,0.0077358569915882,0.05184219272291334
Ruelas,31.82946,-110.807,2024-06-25,0.0044390703819555,0.05016215026664452
45,31.81804,-110.861,2024-06-25,0.0093396153674928,0.05265946799127433
Huerfano Butte,31.85663,-110.823,2024-06-25,0.0048879279584944,0.050390888087648744
Muhlenbergia,31.84393,-110.878,2024-06-25,0.0144357377576463,0.055256451961296554
Rodent Station,31.8109,-110.884,2024-06-25,0.0139682089060937,0.05501819925854535
Amado,31.80618,-110.946,2024-06-25,0.0268849992163066,0.061600595600629846
NE,31.90731,-110.883,2024-06-25,0.0249986079559655,0.06063929061436002
Florida Canyon Station,31.7612,-110.846,2024-06-26,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-26,0.0,0.0479
45,31.81804,-110.861,2024-06-26,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-26,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-26,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-26,0.0,0.0479
Amado,31.80618,-110.946,2024-06-26,0.0,0.0479
NE,31.90731,-110.883,2024-06-26,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-27,0.0,0.0479
Ruelas,31.82946,-110.807,2024-06-27,0.0,0.0479
45,31.81804,-110.861,2024-06-27,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-06-27,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-06-27,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-06-27,0.0,0.0479
Amado,31.80618,-110.946,2024-06-27,0.0,0.0479
NE,31.90731,-110.883,2024-06-27,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-06-28,0.141452226866741,0.11998405481129122
Ruelas,31.82946,-110.807,2024-06-28,0.114289017141149,0.10614168313512953
45,31.81804,-110.861,2024-06-28,0.0603145034360559,0.07863627095101408
Huerfano Butte,31.85663,-110.823,2024-06-28,0.068704727063448,0.0829119289115331
Muhlenbergia,31.84393,-110.878,2024-06-28,0.0484312405510776,0.07258056018482914
Rodent Station,31.8109,-110.884,2024-06-28,0.0490593575878188,0.07290064862675247
Amado,31.80618,-110.946,2024-06-28,0.0365465085094243,0.06652410073640262
NE,31.90731,-110.883,2024-06-28,0.0323589895404944,0.06439014106983594
Florida Canyon Station,31.7612,-110.846,2024-06-29,0.259196212841007,0.1799863900637772
Ruelas,31.82946,-110.807,2024-06-29,0.256327066128044,0.17852427289885123
45,31.81804,-110.861,2024-06-29,0.24938999566556,0.1749891417911694
Huerfano Butte,31.85663,-110.823,2024-06-29,0.217605382812567,0.15879170308128415
Muhlenbergia,31.84393,-110.878,2024-06-29,0.249636748716621,0.17511488714599008
Rodent Station,31.8109,-110.884,2024-06-29,0.250515767398351,0.17556283506619969
Amado,31.80618,-110.946,2024-06-29,0.256125752621333,0.17842168353583132
NE,31.90731,-110.883,2024-06-29,0.192744634265365,0.14612266562163
Florida Canyon Station,31.7612,-110.846,2024-06-30,0.081846078596938,0.08960876165299961
Ruelas,31.82946,-110.807,2024-06-30,0.0744771730113062,0.08585356736656163
45,31.81804,-110.861,2024-06-30,0.0580479143773234,0.077481217166684
Huerfano Butte,31.85663,-110.823,2024-06-30,0.0547396638888307,0.07579533271774813
Muhlenbergia,31.84393,-110.878,2024-06-30,0.050002598624719,0.0733813242591568
Rodent Station,31.8109,-110.884,2024-06-30,0.0563997465041133,0.07664131081849614
Amado,31.80618,-110.946,2024-06-30,0.0590510830408439,0.07799243191761406
NE,31.90731,-110.883,2024-06-30,0.0350901021477235,0.06578191605447989
Florida Canyon Station,31.7612,-110.846,2024-07-01,0.14499798312705,0.1217909722015447
Ruelas,31.82946,-110.807,2024-07-01,0.210275740957164,0.1550565175917708
45,31.81804,-110.861,2024-07-01,0.149902481925498,0.12429030478923378
Huerfano Butte,31.85663,-110.823,2024-07-01,0.21849601190935,0.15924556766900477
Muhlenbergia,31.84393,-110.878,2024-07-01,0.144639976307153,0.12160853192612517
Rodent Station,31.8109,-110.884,2024-07-01,0.135083436881261,0.11673851943469062
Amado,31.80618,-110.946,2024-07-01,0.132332185598183,0.11533648178083405
NE,31.90731,-110.883,2024-07-01,0.139668254469466,0.11907494247763989
Florida Canyon Station,31.7612,-110.846,2024-07-02,0.0103567165757474,0.05317778276700087
Ruelas,31.82946,-110.807,2024-07-02,0.0270697278280819,0.06169473330119053
45,31.81804,-110.861,2024-07-02,0.0185362988532774,0.057346097895630166
Huerfano Butte,31.85663,-110.823,2024-07-02,0.0330317712740173,0.06473299064123922
Muhlenbergia,31.84393,-110.878,2024-07-02,0.0230129234633596,0.05962738579692805
Rodent Station,31.8109,-110.884,2024-07-02,0.0156853012605051,0.0558932295223534
Amado,31.80618,-110.946,2024-07-02,0.0135479456883337,0.054804033122774855
NE,31.90731,-110.883,2024-07-02,0.0354250495409508,0.06595260524606852
Florida Canyon Station,31.7612,-110.846,2024-07-03,0.0652935879650941,0.08117361242701196
Ruelas,31.82946,-110.807,2024-07-03,0.165194454230045,0.13208309387563094
45,31.81804,-110.861,2024-07-03,0.139577536617635,0.1190287126603468
Huerfano Butte,31.85663,-110.823,2024-07-03,0.18132953109323,0.14030552904511
Muhlenbergia,31.84393,-110.878,2024-07-03,0.162897977767931,0.13091280947053763
Rodent Station,31.8109,-110.884,2024-07-03,0.129432102658945,0.11385859951499838
Amado,31.80618,-110.946,2024-07-03,0.133126072234686,0.115741046410796
NE,31.90731,-110.883,2024-07-03,0.192076847614468,0.14578236154433288
Florida Canyon Station,31.7612,-110.846,2024-07-04,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-04,0.0,0.0479
45,31.81804,-110.861,2024-07-04,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-04,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-04,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-04,0.0,0.0479
Amado,31.80618,-110.946,2024-07-04,0.0,0.0479
NE,31.90731,-110.883,2024-07-04,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-05,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-05,0.0,0.0479
45,31.81804,-110.861,2024-07-05,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-05,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-05,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-05,0.0,0.0479
Amado,31.80618,-110.946,2024-07-05,0.0,0.0479
NE,31.90731,-110.883,2024-07-05,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-06,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-06,0.0,0.0479
45,31.81804,-110.861,2024-07-06,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-06,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-06,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-06,0.0,0.0479
Amado,31.80618,-110.946,2024-07-06,0.0,0.0479
NE,31.90731,-110.883,2024-07-06,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-07,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-07,0.0,0.0479
45,31.81804,-110.861,2024-07-07,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-07,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-07,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-07,0.0,0.0479
Amado,31.80618,-110.946,2024-07-07,0.0,0.0479
NE,31.90731,-110.883,2024-07-07,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-08,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-08,0.0,0.0479
45,31.81804,-110.861,2024-07-08,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-08,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-08,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-08,0.0,0.0479
Amado,31.80618,-110.946,2024-07-08,0.0,0.0479
NE,31.90731,-110.883,2024-07-08,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-09,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-09,0.0,0.0479
45,31.81804,-110.861,2024-07-09,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-09,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-09,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-09,0.0,0.0479
Amado,31.80618,-110.946,2024-07-09,0.0,0.0479
NE,31.90731,-110.883,2024-07-09,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-10,0.0087515734335127,0.05235980182171807
Ruelas,31.82946,-110.807,2024-07-10,0.0011209986616396,0.04847126091797154
45,31.81804,-110.861,2024-07-10,0.0007365870716025,0.04827536477168863
Huerfano Butte,31.85663,-110.823,2024-07-10,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-10,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-10,6.48113577410349e-05,0.04793302786790483
Amado,31.80618,-110.946,2024-07-10,0.0,0.0479
NE,31.90731,-110.883,2024-07-10,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-11,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-11,6.03697076201458e-05,0.04793076440300322
45,31.81804,-110.861,2024-07-11,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-11,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-11,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-11,0.0,0.0479
Amado,31.80618,-110.946,2024-07-11,0.0,0.0479
NE,31.90731,-110.883,2024-07-11,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-12,0.100520377646424,0.09912518444861768
Ruelas,31.82946,-110.807,2024-07-12,0.13922790252744,0.11885053912798342
45,31.81804,-110.861,2024-07-12,0.125187897802891,0.11169575272035326
Huerfano Butte,31.85663,-110.823,2024-07-12,0.145803030187472,0.12220122418353574
Muhlenbergia,31.84393,-110.878,2024-07-12,0.142982854351046,0.12076406257729304
Rodent Station,31.8109,-110.884,2024-07-12,0.119765468535488,0.10893248276568468
Amado,31.80618,-110.946,2024-07-12,0.127703694135763,0.11297780253158482
NE,31.90731,-110.883,2024-07-12,0.138900760784746,0.11868382769590657
Florida Canyon Station,31.7612,-110.846,2024-07-13,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-13,0.0,0.0479
45,31.81804,-110.861,2024-07-13,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-13,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-13,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-13,0.0,0.0479
Amado,31.80618,-110.946,2024-07-13,0.0023131472682856,0.04907877984791834
